50, 2, 26.86902
50, 3, 28.60789
50, 4, 31.5354
50, 5, 32.69591
50, 6, 33.48645
50, 7, 34.94884
50, 8, 36.28416
50, 9, 36.69603
50, 10, 36.89298
50, 11, 37.41644
50, 12, 38.3172
50, 13, 39.71292
50, 14, 42.78165
50, 15, 42.96322
50, 16, 43.63422
50, 17, 45.11134
50, 18, 44.66937
50, 19, 46.34194
50, 20, 46.40763
50, 21, 46.48179
50, 22, 47.51249
50, 23, 47.50034
50, 24, 47.8368
50, 25, 46.92233
50, 26, 47.2118
50, 27, 47.08114
50, 28, 47.27728
50, 29, 46.85527
50, 30, 46.77512
50, 31, 47.24454
50, 32, 47.4315
50, 33, 47.70592
50, 34, 47.51334
50, 35, 47.27254
50, 36, 48.09954
50, 37, 49.27467
50, 38, 49.61325
50, 39, 48.89106
50, 40, 49.22269
50, 41, 48.32581
50, 42, 48.91014
50, 43, 48.35381
50, 44, 48.24796
50, 45, 48.14053
50, 46, 48.60516
50, 47, 48.98346
50, 48, 48.59367
50, 49, 48.5807
50, 50, 48.9244
50, 51, 48.68171
50, 52, 49.0951
50, 53, 48.27488
50, 54, 49.46004
50, 55, 48.73452
50, 56, 49.23045
50, 57, 49.49301
50, 58, 49.26855
50, 59, 49.69456
50, 60, 49.27633
50, 61, 49.67858
50, 62, 49.35237
50, 63, 49.07164
50, 64, 50.15784
50, 65, 49.61278
50, 66, 50.99059
50, 67, 50.59042
50, 68, 51.76926
50, 69, 51.15369
50, 70, 51.98974
50, 71, 51.348
50, 72, 50.85918
50, 73, 50.80499
50, 74, 50.91687
50, 75, 50.26764
50, 76, 49.84037
50, 77, 49.19952
50, 78, 49.81248
50, 79, 49.3632
50, 80, 49.55494
50, 81, 48.64814
50, 82, 49.09146
50, 83, 47.76326
50, 84, 47.56371
50, 85, 47.46876
50, 86, 46.61479
50, 87, 45.77062
50, 88, 44.75316
50, 89, 44.9329
50, 90, 44.42486
50, 91, 44.46446
50, 92, 44.3679
50, 93, 43.81557
50, 94, 43.82948
50, 95, 43.05161
50, 96, 43.16166
50, 97, 42.23207
50, 98, 42.42196
50, 99, 41.9829
50, 100, 41.40753
50, 101, 41.12186
50, 102, 40.44424
50, 103, 40.71809
50, 104, 40.28173
50, 105, 40.45162
50, 106, 41.94047
50, 107, 41.73633
50, 108, 43.15285
50, 109, 42.5537
50, 110, 43.4851
50, 111, 42.77037
50, 112, 43.64978
50, 113, 43.09594
50, 114, 42.22681
50, 115, 42.03626
50, 116, 41.34623
50, 117, 41.10993
50, 118, 40.29103
50, 119, 40.03373
50, 120, 41.27403
50, 121, 40.97589
50, 122, 41.43176
50, 123, 40.9338
50, 124, 41.35389
50, 125, 40.67359
50, 126, 41.21773
50, 127, 40.89085
50, 128, 40.22085
50, 129, 40.38634
50, 130, 39.4237
50, 131, 39.41416
50, 132, 38.98414
50, 133, 39.28004
50, 134, 39.88888
50, 135, 41.22824
50, 136, 42.12399
50, 137, 41.7477
50, 138, 41.83293
50, 139, 40.93553
50, 140, 42.03692
50, 141, 42.19218
50, 142, 41.07784
50, 143, 40.84571
50, 144, 40.65655
50, 145, 40.45628
50, 146, 40.43795
50, 147, 41.50442
50, 148, 42.73901
50, 149, 42.63089
50, 150, 43.04052
50, 151, 42.92757
50, 152, 43.04599
50, 153, 42.24126
50, 154, 42.49384
50, 155, 42.75684
50, 156, 42.14941
50, 157, 44.78962
50, 158, 44.68785
50, 159, 44.31075
50, 160, 43.43206
50, 161, 43.51313
50, 162, 43.52843
50, 163, 43.34596
50, 164, 43.83832
50, 165, 43.03187
50, 166, 43.39662
50, 167, 42.60771
50, 168, 42.98557
50, 169, 43.38623
50, 170, 42.29667
50, 171, 42.09194
50, 172, 40.9686
50, 173, 40.9458
50, 174, 40.63684
50, 175, 40.56503
50, 176, 40.91512
50, 177, 40.64093
50, 178, 41.37989
50, 179, 40.97622
50, 180, 41.65614
50, 181, 41.14362
50, 182, 41.76892
50, 183, 41.42406
50, 184, 41.32459
50, 185, 42.61912
50, 186, 43.44553
50, 187, 43.10689
50, 188, 43.30276
50, 189, 44.02813
50, 190, 44.38615
50, 191, 44.21478
50, 192, 45.67242
50, 193, 45.39144
50, 194, 45.32843
50, 195, 44.26713
50, 196, 45.03546
50, 197, 44.47029
50, 198, 43.55211
50, 199, 43.50568
50, 200, 42.86489
50, 201, 43.09936
50, 202, 42.51275
50, 203, 42.90678
50, 204, 45.75066
50, 205, 45.43682
50, 206, 45.57667
50, 207, 46.37697
50, 208, 46.31803
50, 209, 45.76323
50, 210, 46.36829
50, 211, 45.78541
50, 212, 45.60123
50, 213, 45.45855
50, 214, 45.38491
50, 215, 45.22434
50, 216, 44.11011
50, 217, 45.454
50, 218, 45.88977
50, 219, 45.35957
50, 220, 45.41577
50, 221, 44.45676
50, 222, 44.80132
50, 223, 43.78534
50, 224, 44.36596
50, 225, 43.9407
50, 226, 42.98893
50, 227, 42.89727
50, 228, 41.84898
50, 229, 41.74746
50, 230, 40.94689
50, 231, 41.08912
50, 232, 42.31787
50, 233, 42.24985
50, 234, 42.89461
50, 235, 42.3388
50, 236, 43.42961
50, 237, 43.10873
50, 238, 46.34348
50, 239, 46.33636
50, 240, 45.23324
50, 241, 44.81055
50, 242, 43.61295
50, 243, 43.46904
50, 244, 44.1436
50, 245, 44.05859
50, 246, 44.50298
50, 247, 44.42683
50, 248, 45.60251
50, 249, 45.11942
50, 250, 45.68711
50, 251, 44.94719
50, 252, 45.48801
50, 253, 45.09078
50, 254, 44.61153
50, 255, 44.59693
50, 256, 43.36855
50, 257, 43.31036
50, 258, 42.92781
50, 259, 43.10146
50, 260, 43.57467
50, 261, 43.93879
50, 262, 44.2969
50, 263, 43.63368
50, 264, 44.0715
50, 265, 43.22234
50, 266, 44.01284
50, 267, 43.85553
50, 268, 43.07041
50, 269, 43.68673
50, 270, 43.56055
50, 271, 44.20599
50, 272, 43.81339
50, 273, 43.65884
50, 274, 44.38206
50, 275, 44.02493
50, 276, 44.86618
50, 277, 44.49553
50, 278, 44.79655
50, 279, 43.81106
50, 280, 45.22515
50, 281, 45.11179
50, 282, 44.14876
50, 283, 44.41966
50, 284, 44.98671
50, 285, 44.7566
50, 286, 43.81266
50, 287, 44.14275
50, 288, 44.71959
50, 289, 44.71506
50, 290, 45.63131
50, 291, 45.1426
50, 292, 45.36153
50, 293, 44.41444
50, 294, 44.5389
50, 295, 44.81451
50, 296, 43.71038
50, 297, 43.61773
50, 298, 43.2317
50, 299, 43.59698
50, 300, 42.63376
50, 301, 42.80302
50, 302, 43.77791
50, 303, 43.50043
50, 304, 44.3685
50, 305, 44.19562
50, 306, 44.37801
50, 307, 43.80842
50, 308, 48.27151
50, 309, 47.76054
50, 310, 47.29956
50, 311, 46.60543
50, 312, 45.27394
50, 313, 45.04874
50, 314, 44.13007
50, 315, 44.59523
50, 316, 44.90958
50, 317, 44.89679
50, 318, 45.36794
50, 319, 44.86077
50, 320, 45.33119
50, 321, 44.27745
50, 322, 44.61827
50, 323, 44.22806
50, 324, 43.85243
50, 325, 43.34383
50, 326, 42.80888
50, 327, 43.48917
50, 328, 43.14042
50, 329, 43.00032
50, 330, 43.54212
50, 331, 43.27494
50, 332, 45.75064
50, 333, 45.11729
50, 334, 45.41693
50, 335, 44.70088
50, 336, 44.81069
50, 337, 44.84865
50, 338, 43.93929
50, 339, 44.13597
50, 340, 43.18088
50, 341, 42.93775
50, 342, 42.87339
50, 343, 42.77116
50, 344, 43.38219
50, 345, 43.30525
50, 346, 43.59248
50, 347, 43.08471
50, 348, 43.50772
50, 349, 43.00955
50, 350, 45.92975
50, 351, 45.95449
50, 352, 45.66437
50, 353, 45.25736
50, 354, 44.95239
50, 355, 44.95341
50, 356, 44.1349
50, 357, 43.95276
50, 358, 44.96976
50, 359, 44.99993
50, 360, 46.16509
50, 361, 45.50646
50, 362, 46.11982
50, 363, 45.21401
50, 364, 45.56921
50, 365, 45.31935
50, 366, 44.3063
50, 367, 44.25251
50, 368, 43.67276
50, 369, 44.40867
50, 370, 43.84326
50, 371, 46.10287
50, 372, 46.69651
50, 373, 46.37638
